unmittelbare Anstellung,Q506999,,Q-1770 Person,1776,1777,neu / weg / unverändert / andere Quali,Qualifikation 1,Qualifikation 2,Qualifikation 3,Qualifikation 4,Qualifikation 3,Qualifikation 4,Qualifikation 5,Ort,,Titel,Adlesrang,Vorname1,Vorname2,Vorname3,Vorname4,Vorname5,Nachname,
Steuer Einnehmer des Herzogtums Altenburg,,,,,Wilhelm Andreas Opitz,neu,Steuer-Cassierer,Steuereinnehmer der Stadt Gräfenthal,,,,,,,,,,Wilhelm,Andreas,,,,Opitz,
Steuer Einnehmer des Herzogtums Altenburg,,,,,Albrecht Christian Brenner,neu,Rath,Amtmann,Steuereinnehmer des Amts Zella,,,,,,,,,Albrecht,Christian,,,,Brenner,
Landschaftliches Ausschuß-Collegium des Herzogtums Altenburg,,,,,Christian Ludwig Stangen auf Bodelwitz,neu,Herzoglicher S. Gothaisch,Haus Marschall zu Altenburg,,,,,,,,,,Christian,Ludwig,,,,Stangen auf Bodelwitz,
Landschaftliches Ausschuß-Collegium des Herzogtums Altenburg,,,,,Carl August von Uffel auf Haynchen,neu,Churfürstlich Sächsischer Stifts-Zeitzis.Consistorial-Präsident,,,,,,,,,,,Carl,August,,,,von Uffel auf Haynchen,
Landschaftliches Ausschuß-Collegium des Herzogtums Altenburg,,,,,Christian Gottlob von Tümpling,neu,auf Boblas und Reidschütz,,,,,,,,,,,Christian,Gottlob,,,,von Tümpling,
Landschaftliches Ausschuß-Collegium des Herzogtums Altenburg,,,,,Carl Adam Gottlob Pflugk auf Ehrenhayn,neu,Churfürstlich Sächsischer Stifts-Zeitzis Viece  Canzler,,,,,,,,,,,Carl,Adam,Gottlob,,,Pflugk auf Ehrenhayn,
Landschaftliches Ausschuß-Collegium des Herzogtums Altenburg,,,Q507319,,Carl Hannibal Freyherr von Schmerzing,neu,auf Ehrenberg,Herzoglicher S. Gothaisch General Major,,,,,,,,Freyherr,,Carl,Hannibal,,,,von Schmerzing,
Landschaftliches Ausschuß-Collegium des Herzogtums Altenburg,,,,,Friedrich Carl Senft von Pilsach,neu,auf Röpfen,Fürstlich Nassau-Weilburgischer Cammerjunker,,,,,,,,,,Friedrich,Carl,Senft,,,von Pilsach,
Landschaftliches Ausschuß-Collegium des Herzogtums Altenburg,,,,,Adam Gottlob Wilhelm von Schütz,neu,auf Orlamünda untern Theils,,,,,,,,,,,Adam,Gottlob,Wilhelm,,,von Schütz,
Landschaftliches Ausschuß-Collegium des Herzogtums Altenburg,,,,,Gottlob Ernst Josias Friedrich Freyherr von Stein,neu,auf klein Kochberg,Herzoglicher S. Weimarisch Ober Stallmeister,,,,,,,,Freyherr,,Gottlob,Ernst,Josias,Friedrich,,von Stein,
Landschaftliches Ausschuß-Collegium des Herzogtums Altenburg,,,,,Heinrich von Bünau,neu,auf Haynchen Obertheil Herzoglicher S. Gothaisch Ober-Landes-Hauptmann zu Roda,,,,,,,,,,,Heinrich,,,,,von Bünau,
Landschaftliches Ausschuß-Collegium des Herzogtums Altenburg,,,,,Georg Friedrich von Berlepsch,neu,auf Leißla,Churfürstlich Sächsischer Stiftsrath,Dom-Herr zu Naumburg,Herzoglich Sächsischer Steuer Obereinnehmer wegen des Eisenberischen Crayfes,,,,,,,,Georg,Friedrich,,,,von Berlepsch,
Landschaftliches Ausschuß-Collegium des Herzogtums Altenburg,,,Q250669,,Adolph Christian Ernst von Uffel,neu,auf Roschütz,Königlicher Großbrittanischer und Herzoglich Braunschweig-Lüneburgischer Ober-Appellations-Rath,,,,,,,,,,Adolph,Christian,Ernst,,,von Uffel,
Landschaftliches Ausschuß-Collegium des Herzogtums Altenburg,,,,,Joachim Christoph von Molck,neu,auf Lohma,Königlicher Dänischer wirklicher Geheimer Rath,,,,,,,,Seine Exellenz,,Joachim,Christoph,,,,von Molck,
Landschaftliches Ausschuß-Collegium des Herzogtums Altenburg,,,,,Friedrich Carl von Seckendorf,neu,auf Meuselwitz,Herzoglich Braunschweigischer Obrist,,,,,,,,Freyherr,,Friedrich,Carl,,,,von Seckendorf,
Landschaftliches Ausschuß-Collegium des Herzogtums Altenburg,,,,,Friedrich Carl Adam von Schwarzenfels,neu,auf Rodias,Herzoglicher S. Gothaischer Ober-Amts-Hauptmann,,,,,,,,,,Friedrich,Carl,Adam,,,von Schwarzenfels,
Landschaftliches Ausschuß-Collegium des Herzogtums Altenburg,,,,,Wilhelm Adolph von Stutternheim,neu,auf Gebra,Herzoglicher S. Gothaischer Cammerherr und Landjägermeister,,,,,,,,,,Wilhelm,Adolph,,,,von Stutternheim,
Landschaftliches Ausschuß-Collegium des Herzogtums Altenburg,,,,,Friedrich Ludwig Otto von Etzdorf,neu,auf Etzdorf und Rauda,Herzoglicher S. Meiningis Cammerjunker,,,,,,,,,,Friedrich,Ludwig,Otto,,,von Etzdorf,
Landschaftliches Ausschuß-Collegium des Herzogtums Altenburg,,,,,Dettlew Carl Graf von Einsiedel,neu,auf Wolperndorf und Steinbach,Churfürstlich S. Ober-Steuer-Director,,,,,,,,,,Dettlew,Carl,Graf,,,von Einsiedel,
Landschaftliches Ausschuß-Collegium des Herzogtums Altenburg,,,Q266958,,Ludwig Heinrich Freyherr Bachof von Echt,neu,auf Romschütz,Königlicher Dänischer wirklicher Geheimer Rath und Cammerherr ,,,,,,,,Seine Exellenz,Freyherr,Ludwig,Heinrich,,,,Bachof von Echt,
Landschaftliches Ausschuß-Collegium des Herzogtums Altenburg,,,,,Johann Friedrich Heinrich  von Dißtau,neu,auf Mannichswalde,Herzoglicher S. Weimarisch Landcammerrad,,,,,,,,,,Johann,Friedrich,Heinrich,,,von Dißtau,
Landschaftliches Ausschuß-Collegium des Herzogtums Altenburg,,,,,August Friedrich Carl Freyherr von Ziegelar,neu,auf Dratendorf,Herzoglicher S. Gothaischer Cammerherr und Obrist-Leutnant,,,,,,,,,Freyherr,August,Friedrich,Carl,,,von Ziegelar,
Landschaftliches Ausschuß-Collegium des Herzogtums Altenburg,,,Q507048,,Friedrich Carl Wilhelm von Kessel,neu,auf Zeusch,Herzoglicher S. Gothaischer Cammerherr und Hofrath,,,,,,,,,,Friedrich,Carl,Wilhelm,,,von Kessel,
Landschaftliches Ausschuß-Collegium des Herzogtums Altenburg,,,,,Carl Leopold von Beust,neu,auf Neu -Sulza,Churpfälz-Cammerherr ,,,,,,,,,,Carl,Leopold,,,,von Beust,
Landschafts-Agent,,,,,D. Heinrich Gottlieb Tierer,neu,,,,,,,,,,Dr.,,Heinrich,Gottlieb,,,,Tierer,
Commission des Zuchthauses zu Leuchtenburg,Q506880,,Q513415,Friedrich Heinrich von Einsiedel,Friedrich Heinrich von Einsiedel,unverändert,Wirklicher Geheimer Rath,Cammer-Präsident,,,,,,,,Exelemz,,,,,,,,
Commission des Zuchthauses zu Leuchtenburg,Q506880,,Q507819,Wilhelm Heinrich von Wollzogen,Wilhelm Heinrich von Wollzogen,unverändert,Cammerherr,Geheimer-Regierungsrath,,,,,,,,Freiherr,,,,,,,,
Commission des Zuchthauses zu Leuchtenburg,Q506880,,,,Johann Reinhard von Greifenberg,neu,Commendant zur Leuchtenburg,,,,,,,,,,,Johann,Reinhard,,,,von Greifenberg,
Commission des Zuchthauses zu Leuchtenburg,Q506880,,Q513388,Johann Gottfried Straube,Johann Gottfried Straube,unverändert,Forst Secretarius,Commissions-Actuarius,,,,,,,,,,,,,,,,
Commission des Zuchthauses zu Leuchtenburg,Q506880,,,,Christian Gottlob Pierer,neu,Rechnungsführer,,Cammer-Archivarius,,,,,,,,,Christian,Gottlob,,,,Pierer,
Commission des Zuchthauses zu Leuchtenburg,Q506880,,,Johann Gottlieb Burger,Johann Gottlieb Burger,unverändert,Pfarrer zur Leuchtenburg,,,,,,,,,,,,,,,,,
Commission des Zuchthauses zu Leuchtenburg,Q506880,,Q507376,Carl Gottlieb Baunack,Carl Gottlieb Baunack,unverändert,Cammer-Commissar,,,,,,,,,,,,,,,,,
Commission des Zuchthauses zu Leuchtenburg,Q506880,,Q507669,Christian Gottfried Kober,Christian Gottfried Kober,unverändert,Tranksteuer-Inspector,Controleur,,,,,,,,,,,,,,,,
Commission des Zuchthauses zu Leuchtenburg,Q506880,,Q507369,Gottfried Jahn,Gottfried Jahn,unverändert,Zucht und Armenhaus Verwalter,,,,,,,,,,,,,,,,,
Commission des Zuchthauses zu Leuchtenburg,Q506880,,,Johann Bernhard Hirsch,Johann Bernhard Hirsch,unverändert,Zucht und Armenhaus Verwalter,,,,,,,,,,,,,,,,,
Commission des Altenburgischen Waisenhauses,Q506879,,,Gotthelf Friedemann Löber,Gotthelf Friedemann Löber,unverändert,Consistorial-Rath,General-Superintendent,,,,,,,,,,,,,,,,
Commission des Altenburgischen Waisenhauses,Q506879,,Q507232,Ludwig Friedrich Lenz,Ludwig Friedrich Lenz,unverändert,Hofrath,Amtmann,,,,,,,,,,,,,,,,
Commission des Altenburgischen Waisenhauses,Q506879,,Q155199,Christoph Gottlob Reibstein,Christoph Gottlob Reibstein,unverändert,Hofprediger,,,,,,,,,,,,,,,,,
Commission des Altenburgischen Waisenhauses,Q506879,,,Christian Friedrich Sättler,Christian Friedrich Sättler,unverändert,Waisenhaus Prediger,,,,,,,,,,,,,,,,,
Commission des Altenburgischen Waisenhauses,Q506879,,Q513387,Johann Wilhelm Günther,Johann Wilhelm Günther,unverändert,Waisenhaus Vorsteher,,,,,,,,,,,,,,,,,
Commission des Altenburgischen Waisenhauses,Q506879,,Q507670,Christian Gottlieb Winter,Christian Gottlieb Winter,unverändert,Waysenvater,,,,,,,,,,,,,,,,,
Allmosen-Commission zu Altenburg,Q506862,,Q174716,Ottocar Johann Ernst Ludwig von Seebach,Ottocar Johann Ernst Ludwig von Seebach,unverändert,Geheimer Rath,Consistorial-Präsident,,,,,,,,,,,,,,,,
Allmosen-Commission zu Altenburg,Q506862,,Q507819,Wilhelm Heinrich von Wollzogen,Wilhelm Heinrich von Wollzogen,unverändert,Cammerherr,Geheimer Regierungs-Rath,Consistorial-Rath,,,,,,,Freyherr,,,,,,,,
Allmosen-Commission zu Altenburg,Q506862,,Q507428,Gotthelf Friedemann Löber,Gotthelf Friedemann Löber,unverändert,Consistorial-Rath,General-Superintendent,,,,,,,,,,,,,,,,
Allmosen-Commission zu Altenburg,Q506862,,Q507232,Ludwig Friedrich Lenz,Ludwig Friedrich Lenz,unverändert,Hofrath,Amtmann,,,,,,,,,,,,,,,,
Allmosen-Commission zu Altenburg,Q506862,,Q156460,Heinrich August Herr,Heinrich August Herr,unverändert,Cammer-Rath,,,,,,,,,,,,,,,,,
Allmosen-Commission zu Altenburg,Q506862,,Q507181,Johann Heinrich Heumann,Johann Heinrich Heumann,unverändert,Hauptmann ,Kriegs-Commissarius,Stadt-Rath zu Altenburg,,,,,,,,,,,,,,,
Bürgermeister und Rath zu Altenburg,Q506873,,Q507221,Christian Ernst Eilhard,Christian Ernst Eilhard,unverändert,Commissions-Rath,ord. Hof-Advocat,Bürgermeister,,,,,,,,,,,,,,,
Bürgermeister und Rath zu Altenburg,Q506873,,Q507642,Johann Gottfried Bachmann,Johann Gottfried Bachmann,unverändert,Hof-Advocat,Bürgermeister,Ober-Steuereinnehmer,,,,,,,,,,,,,,,
Bürgermeister und Rath zu Altenburg,Q506873,,Q507661,Samuel Windisch,Samuel Windisch,unverändert,R.B. Stadtvoigt,Hospital-Vorsteher,,,,,,,,,,,,,,,,
Bürgermeister und Rath zu Altenburg,Q506873,,Q507059,Johann Heinrich Lorenz,Johann Heinrich Lorenz,unverändert,Stadtrichter,R.B.,,,,,,,,,,,,,,,,
Bürgermeister und Rath zu Altenburg,Q506873,,Q507439,Christoph Friedrich Elben,Christoph Friedrich Elben,unverändert,R.B.,,,,,,,,,,,,,,,,,
Bürgermeister und Rath zu Altenburg,Q506873,,Q507399,Johann Gottfried Damaschke,Johann Gottfried Damaschke,unverändert,R.B.,Raths-Cämmerer,,,,,,,,,,,,,,,,
Bürgermeister und Rath zu Altenburg,Q506873,,Q513387,Johann Wilhelm Günther,Johann Wilhelm Günther,unverändert,R.B.,Kasten-Vorsteher,,,,,,,,,,,,,,,,
Bürgermeister und Rath zu Altenburg,Q506873,,Q507513,Johann Gottfried Röger,Johann Gottfried Röger,unverändert,R.B.,,,,,,,,,,,,,,,,,
Bürgermeister und Rath zu Altenburg,Q506873,,Q507888,Carl Gotthelf Seyfarth,Carl Gotthelf Seyfarth,unverändert,R.B.,,,,,,,,,,,,,,,,,
Bürgermeister und Rath zu Altenburg,Q506873,,,Isaac Hohl,Isaac Hohl,unverändert,R.B.,,,,,,,,,,,,,,,,,
Bürgermeister und Rath zu Altenburg,Q506873,,,Friedrich Wilhelm Schemel,Friedrich Wilhelm Schemel,unverändert,R.B.,,,,,,,,,,,,,,,,,
Bürgermeister und Rath zu Altenburg,Q506873,,,Johann Daniel Lommer,Johann Daniel Lommer,unverändert,R.B.,,,,,,,,,,,,,,,,,
Bürgermeister und Rath zu Altenburg,Q506873,,,Carl Heinrich Börner,Carl Heinrich Börner,unverändert,R.B.,,,,,,,,,,,,,,,,,
Stadt-Schreiberei,Q506933,,Q507189,Friedrich Severin Christian Vater,Friedrich Severin Christian Vater,unverändert,Stadt-Syndicus,Hofadvocat,,,,,,,,,,,,,,,,
Stadt-Schreiberei,Q506933,,Q507585,Christian Gottfried Leithold,Christian Gottfried Leithold,unverändert,Stadt-Schreiber,Hofadvocat,,,,,,,,,,,,,,,,
Stadt-Schreiberei,Q506933,,Q507892,Johann Christian Hempel,Johann Christian Hempel,unverändert,Raths-Actuarius,Hofadvocat,,,,,,,,,,,,,,,,
Stadt-Schreiberei,Q506933,,Q507516,Friedrich August Jenichen,Friedrich August Jenichen,unverändert,Copist,Gegen-Schreiber bei der Leihaus-Casse,,,,,,,,,,,,,,,,
Übrige bei dem Rath und der Stadt in Bedienung stehende Personen,Q506900,,Q507552,Georg Heinrich Königsdörfer,Georg Heinrich Königsdörfer,unverändert,Hof-Medicus,Stadt-Physikkus,,,,,,,,Dr.,,,,,,,,
Übrige bei dem Rath und der Stadt in Bedienung stehende Personen,Q506900,,Q507439,Christoph Friedrich Elben,Christoph Friedrich Elben,unverändert,Rechnungsführer bey Militär-Schuld-Kasse,,,,,,,,,,,,,,,,,
Übrige bei dem Rath und der Stadt in Bedienung stehende Personen,Q506900,,Q507513,Johann Gottfried Röger,Johann Gottfried Röger,unverändert,Einehmer bei der Laternen-Kasse,,,,,,,,,,,,,,,,,
Übrige bei dem Rath und der Stadt in Bedienung stehende Personen,Q506900,,Q507888,Carl Gotthelf Seyfarth,Carl Gotthelf Seyfarth,unverändert,Einehmer bei der Einquartierungs-Kasse,,,,,,,,,,,,,,,,,
Übrige bei dem Rath und der Stadt in Bedienung stehende Personen,Q506900,,,Isaac Hohl,Isaac Hohl,unverändert,Leihaus-Cassier,,,,,,,,,,,,,,,,,
Übrige bei dem Rath und der Stadt in Bedienung stehende Personen,Q506900,,Q507327,Georgius Pfauder,Georgius Pfauder,unverändert,Raths-Chirurgus,,,,,,,,,,,,,,,,,
Stadt-Miniserium zu Altenburg,Q506758,,Q507429,M. Gothilf Friedemann Löber,M. Gothilf Friedemann Löber,unverändert,Consistorial-Rath,General-Superintendent,,,,,,,,,,,,,,,,
Stadt-Miniserium zu Altenburg,Q506758,,Q513272,M. Johann August Hahn,M. Johann August Hahn,unverändert,Consistorial-Assessor,Stitsprediger,,,,,,,,,,,,,,,,
Stadt-Miniserium zu Altenburg,Q506758,,Q507613,Georg Daniel Schudroff,Georg Daniel Schudroff,unverändert,Archi-Diaconus,,,,,,,,,,,,,,,,,
Stadt-Miniserium zu Altenburg,Q506758,,,Johann August Ehrlich,Johann August Ehrlich,unverändert,Diaconus,,,,,,,,,,,,,,,,,
Stadt-Miniserium zu Altenburg,Q506758,,,Friedrich Reichardt,Friedrich Reichardt,unverändert,Garnisonsprediger,,,,,,,,,,,,,,,,,
Stadt-Miniserium zu Altenburg,Q506759,,,Christian Friedrich Sättler,Christian Friedrich Sättler,unverändert,Waisenhausprediger,,,,,,,,,,,,,,,,,
Stadt-Miniserium zu Altenburg,Q506758,,,Wilhelm Ernst Schmeißer,Wilhelm Ernst Schmeißer,unverändert,Collaborator,,,,,,,,,,,,,,,,,
Stadt-Miniserium zu Altenburg,Q506758,,,Christoph Gottlob Heyer,Christoph Gottlob Heyer,unverändert,Collaborator,,,,,,,,,,,,,,,,,
Stadt-Miniserium zu Altenburg,Q506758,,,Johann Gottfried Krebs,Johann Gottfried Krebs,unverändert,Cantor,,,,,,,,,,,,,,,,,
Stadt-Miniserium zu Altenburg,Q506758,,,,Ehrenfried Traugott Krebs,neu,Organist bei der Stadtkirche,,,,,,,,,,,Ehrenfried,Traugott,,,,Krebs,
Stadt-Miniserium zu Altenburg,Q506758,,Q507703,Carl Friedrich Stöhr,Carl Friedrich Stöhr,unverändert,Stifts-Cantor,,,,,,,,,,,,,,,,,
Stadt-Miniserium zu Altenburg,Q506758,,Q507438,Johann Christian Rhenig,Johann Christian Rhenig,unverändert,Stadtkirchner,,,,,,,,,,,,,,,,,
Stadt-Miniserium zu Altenburg,Q506758,,Q507569,Johann Friedrich Käßler,Johann Friedrich Käßler,unverändert,Hospitalkirchner,,,,,,,,,,,,,,,,,
Stadt-Miniserium zu Altenburg,Q506758,,Q507365,Johann Gottlob Becker,Johann Gottlob Becker,unverändert,Consistorial-Kanzellist,Hospital-Vorsteher,Kastenschreiber,,,,,,,,,,,,,,,
Stadt-Miniserium zu Altenburg,Q506758,,,Johann Wilhelm Günther,Johann Wilhelm Günther,unverändert,Karsten-Vorsteher,,,,,,,,,,,,,,,,,
Stadt-Miniserium zu Altenburg,Q506758,,Q507179,Carl Heinrich Klein,Carl Heinrich Klein,unverändert,Karstendiener,,,,,,,,,,,,,,,,,
Stadt-Miniserium zu Altenburg,Q506758,,Q507393,Johann George Saul,Johann George Saul,unverändert,Hoftürmer,,,,,,,,,,,,,,,,,
Stadt-Miniserium zu Altenburg,Q506758,,Q507605,Christian Gottlieb Grunert,Christian Gottlieb Grunert,unverändert,Stadt-Türmer,,,,,,,,,,,,,,,,,
Stadt-Miniserium zu Altenburg,Q506758,,Q507508,Johann Benjamin Schmutzler,Johann Benjamin Schmutzler,unverändert,Stadt-Türmer,,,,,,,,,,,,,,,,,
Stadt-Miniserium zu Altenburg,Q506758,,,Gottraud Lebrecht Barth,Gottraud Lebrecht Barth,unverändert,Stadt-Türmer,,,,,,,,,,,,,,,,,
Gymnasium illustre zu Altenburg,Q506935,,Q507948,M. Samuel Benjamin Reichel,M. Samuel Benjamin Reichel,unverändert,Vice-Director,,,,,,,,,,,,,,,,,
Gymnasium illustre zu Altenburg,Q506935,,Q507576,M. Christian Friedrich Bördner,M. Christian Friedrich Bördner,unverändert,Professor I,,,,,,,,,,,,,,,,,
Gymnasium illustre zu Altenburg,Q506935,,,Christian Heinrich Lorenz,Christian Heinrich Lorenz,unverändert,Professor II,,,,,,,,,,,,,,,,,
Gymnasium illustre zu Altenburg,Q506935,,,Johann Friedrich August Döhler,Johann Friedrich August Döhler,andere Qualli,Professor matheseos,,,,,,,,,,,,,,,,,
Gymnasium illustre zu Altenburg,Q506935,,Q507722,Martin Ludwig Hauschild,Martin Ludwig Hauschild,unverändert,Tertius,Baccalaureus  superior,,,,,,,,,,,,,,,,
Gymnasium illustre zu Altenburg,Q506935,,Q507636,M Johann Gottfried Oehme,M Johann Gottfried Oehme,unverändert,Baccalaureus inferidor,,,,,,,,,,,,,,,,,
Gymnasium illustre zu Altenburg,Q506935,,,Francois Chevalier,Francois Chevalier,unverändert,Lector linguae gallicae,,,,,,,,,,,,,,,,,
Gymnasium illustre zu Altenburg,Q506935,,,,Gottfried Carl Rothe,neu,Lector ,,,,,,,,,,,Gottfried,Carl,,,,Carl Rothe,
Gymnasium illustre zu Altenburg,Q506935,,Q507827,Johann David Jude,Johann David Jude,unverändert,Collaborator  superior,,,,,,,,,,,,,,,,,
Gymnasium illustre zu Altenburg,Q506935,,Q507569,Johann Friedrich Käßler,Johann Friedrich Käßler,unverändert,Collaborator inferidor,,,,,,,,,,,,,,,,,
Gymnasium illustre zu Altenburg,Q506935,,Q507869,,Johann Wilhelm Immisch,neu,Mägdlein-Schulmeister,,,,,,,,,,,Johann,Wilhelm,,,,Immisch,
Gymnasium illustre zu Altenburg,Q506935,,,,Christian Gottfried Engelhardt,neu,Mägdlein-Schulmeister,,,,,,,,,,,Christian,Gottfried,,,,Engelhardt,
Herzogl. Amt zu Altenburg,Q511818,,Q507232,Ludwig Friedrich Lenz,Ludwig Friedrich Lenz,unverändert,Hofrath,Amtmann,,,,,,,,,,,,,,,,
Herzogl. Amt zu Altenburg,Q511818,,Q513391,Johann Friedrich Hager,Johann Friedrich Hager,unverändert,Amts Adjunctus,,,,,,,,,,,,,,,,,
Herzogl. Amt zu Altenburg,Q511818,,Q507878,Johann Friedrich Thomä,Johann Friedrich Thomä,unverändert,Amts Secretarius,,,,,,,,,,,,,,,,,
Herzogl. Amt zu Altenburg,Q511818,,Q507344,Ehrhard Wilhelm Mengewein,Ehrhard Wilhelm Mengewein,unverändert,Registrator,,,,,,,,,,,,,,,,,
Herzogl. Amt zu Altenburg,Q511818,,,Christian Friedrich Encke,Christian Friedrich Encke,unverändert,Amts-Actuarius,,,,,,,,,,,,,,,,,
Herzogl. Amt zu Altenburg,Q511818,,Q507628,Johann Gottfried Apetz,Johann Jacob Apetz,anderer VN,Amts-Bothe,,,,,,,,,,,,,,,,,
Herzogl. Amt zu Altenburg,Q511818,,,,Johann Jacob Rudolph,neu,Stockmeister,,,,,,,,,,,Johann,Jacob,,,,Rudolph,
Herzogl. Amt zu Altenburg,Q511818,,,,Johann Gottfried Stiebler,neu,Amts-Frohne,,,,,,,,,,,Johann,Gottfried,,,,Stiebler,
Herzogl. Amt zu Altenburg,Q511818,,,,Johann Christian Köhler,neu,Amts-Frohne,,,,,,,,,,,Johann,Christian,,,,Köhler,
Herzogl. Amt zu Altenburg,Q511818,,,,Johann Gottfried Schifmann,neu,Frohn bei dem combinierten teutschen Ordenshaus-Amt,,,,,,,,,,,Johann,Gottfried,,,,Schifmann,
Herzogl. Amt zu Altenburg,Q511818,,,,Carl Ludwig Meckelburg,neu,Rath ,Hof-Medicus,Land-Physicus,,,,,,,,,Carl,Ludwig,,,,Meckelburg,
Herzogl. Amt zu Altenburg,Q511818,,,,Johann Lentz,neu,Amts-Chirurgus,,,,,,,,,,,Johann,,,,,Lentz,
Herzogl. Amt zu Altenburg,Q511818,,Q507591,,Fiedrich Gottlob August Hahn,neu,Vice-Amts-Chirurgus,Accoucheur,,,,,,,,,,Fiedrich,Gottlob,August,,,Hahn,
Herzogl. Amt zu Altenburg,Q511818,,,,Fiedrich Samuel Schumann,neu,Amts-Rentverwalter,,,,,,,,,,,Fiedrich,Samuel ,,,,Schumann,
Herzogl. Amt zu Altenburg,Q511818,,Q507285,,Samuel Friedrich Böttner,neu,Geleits Secrettär,Geleits Einnehmer zu Lucka,,,,,,,,,,Samuel,Fiedrich,,,, Böttner,
Herzogl. Amt zu Altenburg,Q511818,,,,Johann Wilhelm Bernardi,neu,Geleits Commissarius,Einnehmer des Haupt-Geleits zu Altenburg,,,,,,,,,,Johann,Wilhelm,,,,Bernardi,
Herzogl. Amt zu Altenburg,Q511818,,,,Gottlob Daniel Erdmann,neu,Geleits Einnehmer zu Schmölla,Tranksteuer Inspector,,,,,,,,,,Gottlob,Daniel ,,,,Erdmann,
Herzogl. Amt zu Altenburg,Q511818,,,,Johann Benjamin Zschackwitz,neu,Geleits Inspector,Geleits Einnehmer zu Windischleuba,,,,,,,,,,Johann,Benjamin,,,,Zschackwitz,
Stadtrat zu Schmölla,,,Q507599,,Christoph Heinrich Böttner,neu,Rath ,Stadt-Schultheiß,Synddicus,,,,,,,,,Christoph,Heinrich,,,,Böttner,
Stadtrat zu Schmölla,,,Q513269,,Heinrich Ernst Reichardt,neu,Hof-Advocat,Bürgermeister,,,,,,,,,,Heinrich,Ernst,,,,Reichardt,
Stadtrat zu Schmölla,,,Q507617,,Johann Gabriel Erdmann,neu,Stadtrichter,,,,,,,,,,,Johann,Gabriel,,,,Erdmann,
Stadtrat zu Schmölla,,,Q507658,,Johann Gottfried Bräutgam,neu,Cämmerer,,,,,,,,,,,Johann,Gottfried,,,,Bräutgam,
Stadtrat zu Schmölla,,,,,Johann Heinrich Greller,neu,Baumeister,,,,,,,,,,,Johann,Heinrich,,,,Greller,
Stadtrat zu Lucka,,,Q507285,,Samuel Friedrich Böttner,neu,Geleits Secrettär,Exconsul,Weinmeister,,,,,,,,,Samuel,Friedrich,,,,Böttner,
Stadtrat zu Lucka,,,,,Johann August Rolle,neu,Hof-Advocat,Bürgermeister,Stadtschreiber,,,,,,,,,Johann,August,,,,Rolle,
Stadtrat zu Lucka,,,,,Lic. Samuel August Flemming,neu,Stadtrichter,,,,,,,,,Lic.,,Samuel,August,,,,Flemming,
Stadtrat zu Lucka,,,,,Otto Freund,neu,Cämmerer,emer,,,,,,,,,,Otto,,,,,Freund,
Stadtrat zu Lucka,,,,,Christian Gottlob Gentsch,neu,Cämmerer,,,,,,,,,,,Christian,Gottlob,,,,Gentsch,
Amt Camburg,,,,,Christian Gottlieb Thomä,neu,Rath,Amtmann,,,,,,,,,,Christian,Gottlieb,,,,Thomä,
Amt Camburg,,,,,Heinrich Christian Ludwig Laurenti,neu,Amts-Adjunct,,,,,,,,,,,Heinrich,Christian,Ludwig,,,Laurenti,
Amt Camburg,,,,,Johann Christoph Beyermann,neu,Amts-Adtuarius,,,,,,,,,,,Johann,Christoph,,,,Beyermann,
Amt Camburg,,,,,Christian Friedrich Bratfisch,neu,Amtsbothe,,,,,,,,,,,Christian,Friedrich,,,,Bratfisch,
Amt Camburg,,,,,Gotfried Heinze,neu,Amtsfrohn,,,,,,,,,,,Gotfried,,,,,Heinze,
Amt Camburg,,,,,D. Elias Friedrich Buschmann,neu,Amtsbothe,,,,,,,,,Dr.,,Elias,Friedrich,,,, Buschmann,
Amt Camburg,,,,,Johann Christoph Lochner,neu,Amts Chirurgus,,,,,,,,,,,Johann,Christoph,,,, Lochner,
Rechnungs-Beamte,,,Q507677,,Johann Paul Wilhelm Brem,neu,Amtsschreiber,,,,,,,,,,,Johann,Paul,Wilhelm,,,Brem,
Rechnungs-Beamte,,,,,Christian Gottfried Meister,neu,Gelets-Inspector,Einnehmer de Haupt-Geleits,,,,,,,,,,Christian,Gottfried,,,,Meister,
Salzwerk zu Neusultza,,,Q507284,,Friedrich Ludwig Thomä,neu,Cammer-Commissar,Salzwerk-Inspector,,,,,,,,,,Friedrich,Ludwig,,,,Thomä,
Salzwerk zu Neusultza,,,,,Johann Anton Stopf,neu,Salzschreiber,Floßschreiber,,,,,,,,,,Johann,Anton,,,,Stopf,
Salzwerk zu Neusultza,,,,,Christian Gottlieb Heß,neu,Salz-Factor,,,,,,,,,,,Christian,Gottlieb,,,,Heß,
